a 一 一个 每
aback 向后
oslo 奥斯陆
osmanli 土耳其语
osmium 锇
osmosis 渗透
osmotic 渗透
oso 太阳观测卫星
oss 战略情报局
ostensible 公开
ostensive 表面
ostmark 东德马克
ostracism 排斥
ostracize 排斥
ostrava 俄斯特拉发
ostrich 驼鸟
ostrichism 自我陶醉
oswiecim 奥斯威辛
othello 奥赛罗
other 另一个
other 其它
otherwhere 在别处
otherwise 以其它方式
otherwise 否则
otherworld 来世
otic 耳部
otiose 无效
otitis 耳炎
otology 耳科学
otophone 助听器
otoscope 耳镜
ottawa 渥太华
otter 獭
ottoman 土耳其人
ouagadougou 瓦加杜古
ouch 哎唷
ought 应该
ounce 英两
ours 我们的
oust 驱逐
ouster 驱逐
outact 行动上胜过
outage 中断
outbalance 重量上超过
outboard 外侧
outboard 向舷外
outbrave 在勇气上超过
outbreak 爆发
outcast 被遗弃
outcast 被遗弃者
outcaste 贱民
outclass 大幅度地超过
outcome 结果
outcomer 外来者
outcry 大声疾呼
outdare 胆量上胜过
outdate 过时
outdated 胜过
outdistance 大大超越
outdo 胜过
outdoor 户外
outdoors 在户外
outer 外部
outfall 河口
outfight 战胜
outfighting 远距离作战
outfit 配备
outfitter 服饰用品商店
outfitter 加工
outflank 翼侧包围
outflow 流出量
outgrow 穿不下
outgrowth 发展
outlay 费用
outlet 出口
outline 轮廓
outline 概述
outlook 展望
outlying 边远
outmaneuvre 战胜
outmigrant 迁徙
outmoded 废弃
outness 客观存在性
outnumber 数量上处于劣势
outpatient 门诊患者
outpost 哨兵
output 输出
outrage 暴行
outrage 施以暴力
outrageous 蛮横
outrageously 蛮横
outright 彻底
outroot 根绝
outset 开始
outside 外部
outside 在
outsider 局外人
outskirts 郊区
outspoken 坦率直言
outsrip 超过
outstanding 显著
outstrip 超过
outweigh 超过
outwork 户外工作
oval 椭圆
oven 炉子
over 结束
over 超过
over 越
over 遍及
over 通过
overall 全面
overawe 吓住
overbalance 失去平衡
overbear 压服
overbold 鲁莽
overbridge 天桥
overbrim 溢出
overcaution 过分小心
overclothes 外衣
overcoat 大衣
overcome 克服
overcrowded 过分拥挤
overcrowding 极其拥挤
overdo 过分
overdraft 透支
overdraw 透支
overdue 过时
overestimate 过高估计
overextend 过分延伸
overflow 溢出
overfly 飞越
overfreight 超载
overfufil 超额完成
overfulfil 超额完成
overfull 过多
overhaul 检查
overhead 超越
overhear 窃听
overjoyed 十分高兴
overknee 过膝
overlap 重复部分
overlap 重复
overlay 遮掩
overlay 透明图
overleap 越过
overlook 忽略
overmaster 征服
overmatch 打败
overnight 一夜之间
overpeopled 人口过密
overrate 过高估计
override 制服
overrun 超越
overseas 海外
oversleep 睡过了头
overt 公开
overtake 赶超
overthrow 推翻
overthrowal 推翻
overtime 超时
overtly 公然
overture 建议
overturn 打翻
overview 综述
overwatch 掩护
overweight 超重
overwhelm 压制
overwhelming 压倒优势
overwork 工作过度
overwork 额外的工作
overwork 过度操劳
overwrought 过分劳累
owe 欠
owenism 欧文主义
owenke 鄂温克人
owing 尚未付清
owl 猫头鹰
own 拥有
own 自己
owner 所有者
ownership 所有权
oxen 臭氧
oxford 牛津大学
oxidation 氧化
oxidative 氧化
oxide 氧化物
oxidizable 可氧化
oxidize 氧化
oxidizer 氧化剂
oxygen 氧
oxygenic 含氧
oyer 听审
oyster 牡蛎
ozone 臭氧
pace 步行
pace 步测
pace 速度
pacemaker 标兵
pacemaker 起搏器
pacesetter 标兵
pacific 和平
pacifically 和平地
pacification 镇定
pacificator 调解人
pacificatory 和解
pacifier 抚慰者
pacifism 和平主义
pacifist 和平主义者
pacifistic 和平主义
pacify 镇静
pack 组件
pack 包装
package 包
packaging 包装法
packer 包装工人
packer 打包机
packet 包
packet 包装
packhouse 仓库
packing 包装
packinghouse 屠宰加工厂
packman 小贩
packsack 背包
pact 条约
pad 衬垫
pad 加上衬垫
padding 填料
paddle 桨叶
padlock 锁上
padlock 挂锁
paedeutics 儿童教育学
paediatric 儿科学
paediatrics 儿科学
pagan 异教徒
pagan 异教
pagandom 异教徒
paganism 信奉异教
page 页
page 翻页
pageant 露天表演
pageantry 壮观
paginal 每页
paginate 标上页的
pagination 页码
pagoda 塔
pail 桶
pain 疼痛
painful 疼痛
painfully 痛苦地
painfulness 痛苦
painless 无痛
pains 辛劳
painstaiking 艰苦
paint 描绘
paint 涂料
painter 画家
painterly 美术
painting 描绘
painting 油画
pair 一双
pajamas 睡衣
pakistan 巴基斯坦
pakistani 巴基斯坦人
pakistani 巴基斯坦
palace 宫殿
palatable 美味
palatial 富丽堂皇
pale 苍白
paleness 苍白
paleocrystic 长期冻结
paleolith 旧石器
paleolithic 旧石器时代
palermo 巴勒莫
palestine 巴勒斯坦
palette 调色板
palladium 钯
palliate 减轻
palliation 减轻
palliative 减轻
palliative 辩解
palm 手掌
palmar 手掌
palmary 杰出
palmate 掌状
palmist 看手相者
palmistry 手相术
palpable 明显可知
palpate 有触须
palpate 摸
palpation 触诊
palpitant 颤抖
palpitate 跳动
palpitation 心悸
palsy 瘫痪
paltry 微不足道
paludal 沼泽
paludism 疟疾
pamirs 帕米尔
pamper 纵容
pamphlet 小册子
pan 面板
panama 巴拿马
panamanian 巴拿马人
panamanian 巴拿马
panavision 宽银幕电影
pancake 平降
pancake 薄煎饼
panchromatic 全色
pancreatitis 胰腺炎
panda 熊猫
pandemic 传染性
pandemic 传染病
panel 面板
panelist 专门小组成员
panic 惊慌
panne 平绒
panorama 全景
pant 气喘
pantograph 缩放仪
pantoscope 广角透镜
pantoscopic 广角
pantry 食品柜
pantryman 餐厅管理员
pants 罩
panzer 装甲车
panzer 装甲
papalism 教皇统治
papalist 天主教徒
papeete 帕皮提
paper 纸
paperback 平装本
paperbacked 平装
paperboard 纸板
paperhanger 裱糊工人
papermaker 造纸工
papermaking 造纸
papillary 乳头状
papua 巴布亚
parabola 抛物线
paraboloid 抛物面
parachute 跳伞
parachute 降落伞
parachutist 伞兵
paraclete 辩护者
parade 游行
parader 游行者
paradigm 范例
paradigmatic 例证
paradise 天堂
paradisiac 极乐
parados 背墙
paradox 似是而非的论点
paradoxical 荒谬
paradrop 空投
paraffine 石蜡
paraffine 用石蜡涂
paragon 模范
paragraph 段落
paragrapher 短评作者
paragraphist 短评作者
paraguay 巴拉圭
paraguayan 巴拉圭
paraguayan 巴拉圭人
parallax 视差
parallel 平行
parallel 相应
parallelism 平行
paralogism 谬论
paralysation 麻痹
paralyse 瘫痪
paralysis 瘫痪
paralytic 瘫痪
paralytic 瘫痪病人
paramaribo 帕拉马里博
parameter 参数
parametric 参数
paramilitary 准军事
paramount 极为重要
paraphrase 解释
parasol 阳伞
parasol 伞式单翼机
paratrooper 伞兵
paratroops 伞兵部队
paratyphoid 副伤寒
parcel 包裹
parcel 捆扎
parched 炎热
pardon 宽恕
pare 剥离
parent 双亲
parentage 出身
parental 双亲
parenthesis 括号
parenthood 父母的身分
paris 巴黎
parish 教区
parity 奇偶
park 公园
park 停
parley 会谈
parliament 议会
parlour 营业室
paroxysm 阵发
paroxysmal 阵发性
parrot 鹦鹉
parry 躲避
parse 作句法分析
part 部分
part 分开
partake 分享
partaker 参与者
parterre 花坛
partial 部分
partiality 偏爱
partially 部分地
participant 参与者
participate 参与
particle 微粒
particular 特殊
particularly 特别是
particulate 颗粒状
particulate 微粒
partisan 游击队
partition 分割
partition 分割部分
partly 部分地
partner 合作者
parturient 临产
parturition 分娩
party 晚会
party 政党
pass 通过
pass 转交
pass 通行证
passable 可通过
passage 通路
passage 通过
passenger 旅客
passion 激情
passional 热情
passionate 充满热情
passionless 没热情
passive 被动
passometer 内径指示规
passport 护照
password 口令
past 过去
past 最近的
past 通过
pastime 消遣
pasturage 放牧
pasture 牧场
pat 拍打
patan 帕坦
patch 碎片
pate 头顶
patent 专利
patentee 专利权的获得者
patently 显然
patentor 专利权的授予者
paternalism 家长作风
paternalist 搞家长式统治的人
path 通道
pathbreaker 开路人
pathetic 悲惨
pathfinding 领航
pathless 没路
pathname 通路名
pathogene 病原体
pathogenesis 致病
pathogenetic 病原
pathological 病理
pathologist 病理学家
pathology 病理学
pathometer 探谎器
pathway 小路
patience 耐心
patient 患者
patient 耐心
patrician 贵族
patrimonial 祖传
patrimony 遗产
patriot 爱国者
patriotic 爱国主义
patriotics 爱国活动
patriotism 爱国主义
patrol 巡逻
patron 资助人
patronize 资助
pattern 模式化
pattern 模式
paucity 极小量
pauper 叫花子
pause 暂停
pause 终止
pause 间歇
pave 铺
pavement 人行道
paver 铺路工
pavid 胆小
pavior 铺路工
pawn 棋子
pawn 典押
pawnbroker 当铺老板
pawnbroking 典当业
pawnee 承典人
pawner 典出人
pawnshop 当铺
pay 付出
pay 支付
pay 报酬
payday 发薪日
payee 收款人
payer 付款人
payload 有效载荷
paymaster 出纳员
payment 支付
payout 花费
payroll 工资单
pc 电脑
pc 个人电脑
pc 终端
pc 计算机
pea 豌豆
peace 和平
peaceful 爱好和平
peacekeeper 和平队
peacemaker 调停人
peacetime 和平时期
peach 桃子
peachy 桃色
peacock 孔雀
peacock 炫耀
peacockery 虚荣
peacockish 虚荣
peafowl 孔雀
peahen 孔雀
peak 高峰
peaked 尖
pear 梨
pearl 珍珠
peasant 农民
pecularity 特性
peculate 侵吞
peculation 挪用
peculator 挪用公款者
peculiar 特殊
peculiarity 特性
peculiarly 特别地
pedant 学究式人物
pedantic 书生气
pedantically 学究气地
pedantry 卖弄学问
peddle 贩卖
pedestrian 徒步
pedestrian 行人
pedestrism 步行
pedestrize 徒步旅行
pedicab 三轮车
pedlar 商贩
pedlary 小贩的货物
pedologist 土壤学家
pedology 土壤学
pedometer 步程计
pedosphere 表土层
peek 偷看
peek 一瞥
peel 剥皮
peer 凝视
peg 栓牢
peg 插栓
pellet 小球
pellucid 清澈
pelt 投掷
pemillage 千分率
pen 钢笔
penal 刑事
penalization 处罚
penalize 处罚
penalty 处罚
penang 槟榔屿
pencil 铅笔
pencraft 书法
pending 未决
pendulous 下垂
pendulum 钟摆
penetrable 可穿透
penetrate 突破
penetrating 渗入
penetrating 敏锐
penetration 突破
penetrator 突破者
penetron 介子
penguin 企鹅
penicillin 青霉素
peninsula 半岛
peninsular 半岛
penitence 悔罪
penitent 悔过
penitent 悔罪者
penman 书法家
penmanship 书法
penner 执笔人
penniless 身无分文
pennsylvania 宾夕法尼亚
penny 便士
pennyweight 英钱
pension 退休金
pensive 沉思
pentagon 五角大楼
pentagon 五边形
pentagonal 五边形
pentahedral 五面体
pentahedron 五面体
penurious 赤贫
penury 赤贫
peony 牡丹
people 人员
people 人们
per 每
perambulate 巡行
perambulator 巡视者
perceivable 可察觉
perceivably 察觉
perceive 感知
perceive 感到
perceive 认识到
percent 百分之
percentage 百分比
percept 感觉
perceptible 感觉得到
perception 理解
perceptive 有理解
perceptivity 理解力
perceptual 感性
perchance 偶然地
percipient 理解
percolate 渗滤
percolation 渗透
percolator 渗滤器
percuss 敲打
percussion 撞击
percussive 敲击
perdition 毁灭
perdurable 非常耐久
perdurably 永久
perennial 多年生
perennial 多年生植物
perennial 持久
perfect 完美
perfect 完善
perfection 完成
perfectly 完美地
perfectness 完美
perfervid 非常热心
perfidious 背信弃义
perfidy 背信弃义
perforate 打孔
perforation 穿孔
perforative 能穿孔
perforator 穿孔员
perforator 穿孔器
perforce 不得已地
perform 完成
perform 完成任务
performable 可执行
performance 性能
performer 表演者
perfume 发香味
perfumer 香料商
perfumery 香料店
perfunctory 马马虎虎
perfuse 灌注
perfusion 充满
perfusive 易散发
pergola 凉亭
perhaps 或许
pericarditis 心包炎
perigee 近地点
perihelion 近日点
peril 危险
perilous 危险
perilune 近月点
perimeter 周边
period 时期
periodic 周期性
periodical 期刊
periodically 周期性地
periodicity 周期
peripheral 外围
peripheral 外围设备
periphery 外围
periscope 潜望镜
perish 毁灭
perishable 容易腐烂
peritonitis 腹膜炎
perjure 作伪证
perjurer 作伪证者
perjurious 作伪证
perjury 伪证
permanent 永久
permeability 渗透性
permeable 可渗透
permeate 渗透
permillage 千分率
permissible 容许
permission 允许
permissive 许可
permit 使
permit 允许
permittivity 介电常数
permute 序列改变
pernicious 有害
peroxide 过氧化物
perpetrate 犯
perpetual 永久
perpetuate 永存
perpetuity 永恒
perplex 困惑
perplexity 困惑混乱
perquisite 津贴
perquisition 彻底搜查
perron 室外梯级
persecute 迫害
persecution 迫害
perseverance 坚定不移
persevere 坚持
persevering 坚持不懈
persia 波斯
persian 波斯人
persian 波斯
persist 持续
persistence 持续
persistent 持久稳固
person 人
personable 漂亮
personal 个人
personality 个性
personalize 人格化
personalized 标出名字
personally 亲自
personalty 动产
personnel 人员
perspective 观点
perspicacity 敏锐
perspicuity 明白
perspicuous 意思明白
perspiration 排汗
perspire 流汗
persuadable 可说服
persuade 说服
persuade 劝说
persuader 劝说者
persuasion 说服
persuasive 令人信服
pertain 适合
perth 佩思
pertinacious 固执
pertinacity 顽固
pertinence 恰当
pertinent 中肯
perturb 感到不安
perturbance 扰乱
perturbation 不安
perturbative 扰乱性
pertussal 百日咳
pertussis 百日咳
peru 秘鲁
perusal 研讨
peruse 细读
peruser 细读者
peruvian 秘鲁
peruvian 秘鲁人
pervade 遍及
pervasion 弥漫
pervasive 普遍深入
perverse 不正当
perversion 反常
perversity 反常
perversive 造成堕落
pervert 反常
perverted 不正当
pervious 能被通过
peshawar 白沙瓦
peso 比索
pessimism 悲观主义
pessimistic 悲观
pest 有害物
pester 烦扰
pesthole 瘟疫区
pesthouse 传染病医院
pesticide 杀虫剂
pestilent 致命
pestilential 引起瘟疫
petersburg 彼得堡
petition 祈求
petition 请愿
petitionary 请愿
petitioner 请求者
petrol 汽油
petroleum 石油
petrolic 石油
petty 细微
phantasm 幻觉
phantasma 幻觉
phantom 幻影
pharmacist 药剂师
pharmacy 药学
pharmic 药物
pharos 灯塔
pharyngitis 咽炎
phase 定相
phase 阶段
phaseout 逐步撤出
phatic 交际性
pheasant 野鸡
phenom 杰出人材
phenomena 现象
phenomenal 从感官认识到
phenomenon 现象
philadelphia 费城
philanthropy 慈善事业
philatelic 集邮
philatelist 集邮家
philately 集邮
philharmonic 爱好音乐
philharmonic 交响乐团
philippine 菲律宾人
philippine 菲律宾
philippines 菲律宾
philologic 语言学
philological 语言学
philologist 语言学家
philologize 研究语言学
philology 语言学
philosopher 哲学家
philosophy 哲学
phlogiston 燃素
phoenix 菲尼克斯
phone 电话
phone 打电话
phone 打电话给
phonetic 语音
phonism 幻听
phonodeik 声波显示仪
phonofilm 有声电影
phonograph 唱机
phonometer 测音计
phonomotor 电动机
phonorecord 唱片
phony 假冒
phony 假冒者
phosphorous 磷
phosphorus 磷
photism 幻视
photo 照片
photocell 光电管
photochrome 彩色照片
photochromy 彩色照相术
photocon 光导元件
photocurrent 光电流
photodiode 光电二极管
photoelastic 光电
photoflash 闪光灯
photograph 照片
photographer 摄影师
photomap 空中摄影
photoprint 影印
phrasal 短语
phrase 词组
phraseology 措词
phrasing 措词
phthisic 肺结核
physiatrics 理疗
physical 物理
physically 实际上
physician 医生
physicist 物理学家
physics 物理
physiologist 生理学家
physiology 生理学
pia 巴航
piacular 有罪
pianist 钢琴演奏者
piano 钢琴
pick 选择
picket 放哨
picket 支柱
picket 警戒哨
picketboat 雷达哨艇
picketer 纠察员
picnic 野餐
pictorial 画报
pictorial 图示
picture 图画
picture 描述
picturesque 独特
picturize 用图画表现
pie 馅饼
piece 件
piecemeal 粉碎
pierce 突破
pierce 刺穿
pig 猪
pig 贪婪的人
pigeon 鸽子
pilchard 沙丁鱼
pile 堆集
pile 堆
pilgrim 朝圣
pill 弹丸
pill 药丸
pillage 掠夺
pillar 支柱
pillow 枕垫
pillowcase 枕套
pillowslip 枕套
pillowy 柔软
pilot 领航员
pilot 驾驶
pilotage 领港
pilotless 无人驾驶
pin 牵制
pincers 钳子
pinch 挤压
pinch 夹紧
